freessolv_index,iupac,delta_F,exp_dG,calc_dG,elapsed_time
426,"1-nitropropane",-0.7294091448872669,-3.34,-1.632,1706.428983926773
427,"mesitylene",-1.1380231340800155,-0.9,-0.553,1680.2953674793243
428,"5-fluorouracil",-15.85266747709556,-16.92,-16.371,1590.21684384346
429,"ethanol",-2.7612393620333053,-5.0,-3.394,1686.2233455181122
430,"1,4-dimethylnaphthalene",-3.968475868460521,-2.82,-3.081,1663.880339384079
431,"2,3,7,8-tetrachlorodibenzo-p-dioxin",-1.737821969899198,-3.37,-2.54,1598.129251241684
432,"dichlobenil",-3.090546782308205,-4.71,-3.32,1591.3776700496674
433,"ethyl formate",-3.485668772806153,-2.56,-3.867,1683.0541596412659
434,"1,2,4,5-tetrachlorobenzene",0.035536439649768436,-1.34,0.035,1614.7967596054077
435,"diethoxymethoxybenzene",-4.3274966973111235,-5.23,-5.203,1681.1282324790955
436,"3-nitrophenol",-6.655305769012235,-9.62,-7.889,1631.6424424648285
437,"octan-1-ol",-2.3457434918626654,-4.09,-2.69,1667.502670288086
438,"but-1-ene",1.9754427988304901,1.38,2.367,1705.5294597148895
439,"carbon tetrachloride",1.240210370385272,0.08,1.185,1532.874686717987
440,"2-phenylethanol",-4.910612929732305,-6.79,-5.28,1624.2678246498108
441,"fenuron",-12.0281976425487,-9.13,-11.81,1675.4766781330109
442,"methyldisulfanylmethane",-0.6084565249997312,-1.83,-0.093,1676.3250699043274
443,"captan",-7.914308690521245,-9.01,-8.718,1603.7962334156036
444,"2,3-diacetoxypropyl acetate",-11.023042931646753,-8.84,-12.333,1701.2070589065552
445,"methoxymethane",-0.49050810555786056,-1.91,-0.853,1696.0773179531097
446,"hexane",2.2186612563800265,2.48,2.851,1691.4671533107758
447,"1,2-dibromoethane",-0.16287997547418706,-2.33,-1.275,1616.0822818279266
448,"1,1,1,2,2-pentachloroethane",0.1510616503023975,-1.23,0.059,1621.1042425632477
449,"5-trifluoromethyluracil",-17.486536427293007,-15.46,-17.349,1596.354552745819
450,"2,6-dimethylaniline",-5.20548860837392,-5.21,-5.57,1678.3332872390747
451,"propyl acetate",-2.9701006920625574,-2.79,-3.486,1679.458063364029
452,"quinoline",-4.92327942486387,-5.72,-4.989,1605.4177453517914
453,"ethanethiol",-0.8087715462442273,-1.14,-0.395,1702.335078239441
454,"ethyldisulfanylethane",-0.9791337375855309,-1.64,-0.979,1676.8144977092743
455,"thiophene",-0.6868226891846249,-1.4,-0.359,1628.139273405075
456,"1-ethylnaphthalene",-3.467847226087644,-2.4,-2.961,1674.8430814743042
457,"pentan-2-one",-3.032033331066536,-3.52,-3.166,1674.5590670108795
458,"1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene",0.2327368637925651,-4.61,-0.039,1617.5141201019287
459,"profluralin",-2.255212070180038,-2.45,-1.956,1670.923372745514
460,"acetic acid",-10.40543401221775,-6.69,-7.281,1685.853343486786
461,"acetaldehyde",-3.1991645589581683,-3.5,-3.372,1664.8989322185516
462,"3-nitroaniline",-6.896819759457093,-8.84,-8.204,1670.9964005947113
463,"hex-1-yne",0.9390993501186168,0.29,0.553,1697.5889098644257
464,"2-methoxyaniline",-5.7499847146343175,-6.12,-6.771,1687.3924026489258
465,"phenol",-5.275513092538919,-6.6,-5.707,1585.5606513023376
466,"propanenitrile",-2.312508045290248,-3.84,-2.491,1673.955750465393
467,"naphthalen-1-ol",-7.339800255146574,-7.67,-7.137,1619.3804178237915
468,"butyl acetate",-3.5740069728226374,-2.64,-3.406,1663.0741543769836
469,"aldicarb",-5.29548267955274,-9.84,-9.679,1681.8290271759033
470,"o-cresol",-4.869272231799629,-5.9,-5.076,1708.2390413284302
471,"2-methylpropanal",-2.738822574076671,-2.86,-2.968,1677.2072913646698
472,"propionamide",-7.98641656431318,-9.4,-8.31,1692.77002286911
473,"1-bromopropane",0.33554144485550436,-0.56,0.579,1698.789526939392
474,"2-chloropropane",0.5872591335106607,-0.25,0.833,1708.3550391197205
475,"1,3-dichloropropane",-0.7511672582582872,-1.89,-0.416,1660.407143831253
476,"4-nitrophenol",-6.904938539951782,-10.64,-8.472,1611.5179016590118
477,"1,2-dichloropropane",0.5237383057364621,-1.27,-0.265,1680.4140043258667
478,"4-chloroaniline",-4.839817831367641,-5.9,-5.281,1642.2488403320312
479,"1-amino-9,10-anthracenedione",-10.941204566475575,-9.44,-12.214,1618.926052570343
480,"2,3-dimethylpyridine",-3.370310466097852,-4.82,-3.367,1708.4399056434631
481,"pyridine-4-carbonitrile",-4.931107418909385,-6.02,-5.765,1583.788685798645
483,"1-cyclohexylethanone",-3.7055533332850032,-3.9,-4.003,1663.892632484436
484,"2-methylbenzaldehyde",-5.368235993594284,-3.93,-4.554,1685.8266816139221
485,"1-(4-pyridyl)ethanone",-7.232809962886323,-7.62,-7.566,1686.579171180725
486,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",-1.967356418026975,-3.71,-1.878,1586.582183122635
487,"acetone",-3.348184202311132,-3.8,-3.506,1676.1459262371063
488,"2-methylprop-1-ene",1.9083032831362652,1.16,2.327,1698.2507996559143
489,"1,2,3-trichloro-5-(2,5-dichlorophenyl)benzene",-0.7930946291636808,-3.61,-0.922,1580.208979845047
490,"1-nitropentane",-0.1978513487196028,-2.82,-1.325,1699.97638297081
491,"(2E)-hex-2-enal",-3.849637716623481,-3.68,-3.123,1703.304514169693
492,"N,N-dimethyl-4-nitro-benzamide",-9.432982569542732,-11.95,-10.036,1693.8272080421448
493,"tetrahydrofuran",-2.1997640169796244,-3.47,-2.201,1651.8065104484558
494,"octane",2.3860142555522073,2.88,3.088,1662.5072720050812
495,"trifluralin",-2.3586561067751703,-3.25,-2.023,1662.6683557033539
496,"(3R)-3,7-Dimethylocta-1,6-dien-3-yl acetate",-3.308623629148666,-2.49,-2.964,1674.7985496520996
497,"1,3-bis-(nitrooxy)butane",-2.6256375246893895,-4.29,-4.944,1678.2622528076172
498,"2-isopropoxypropane",-0.3424575951173196,-0.53,-0.178,1679.50203871727
499,"2-methylhexane",2.1916396978265262,2.93,2.894,1670.4524731636047
500,"pentachloronitrobenzene",-0.33453159987644215,-5.22,-1.284,1531.8735790252686
501,"2-bromo-2-chloro-1,1,1-trifluoro-ethane",0.006606477949923323,-0.11,0.206,1571.9082398414612
502,"1-butoxybutane",-0.22107207100963472,-0.83,0.139,1678.396163225174
503,"pentylcyclopentane",1.6968869864794627,2.55,2.381,1673.4707868099213
504,"2,4-dimethylpentane",2.4076386574888953,2.83,2.756,1670.9444735050201
505,"2,5-dimethylpyridine",-2.913434972800492,-4.72,-3.165,1709.077781677246
506,"but-2-enal",-4.0578206541610955,-4.22,-3.341,1671.0088131427765
507,"3-methylhexane",2.2465541747458393,2.71,2.81,1665.6226904392242
508,"1,3,5-trichloro-2-(2,6-dichlorophenyl)benzene",-0.42594458975741795,-1.96,-0.477,1585.9295423030853
509,"1,2,2-trifluoroethoxybenzene",-4.684958563127398,-1.29,-3.043,1608.9417595863342
510,"1,2-dimethoxyethane",-2.713024743206199,-4.84,-3.103,1697.7750613689423
511,"sec-butylbenzene",-1.0654415030165543,-0.45,-0.22,1675.2461950778961
512,"3-phenylpropan-1-ol",-5.477993743631705,-6.92,-5.771,1609.9017148017883
513,"2-[(1R)-1-methylpropyl]-4,6-dinitro-phenolate",-3.4248822204322615,-6.23,-5.378,1703.0944185256958
514,"methyl 4-methoxybenzoate",-6.002108967926029,-5.33,-6.462,1681.9395384788513
515,"N-(3,4-dichlorophenyl)propanimidic acid",-8.979187744748678,-7.78,-9.409,1691.1637291908264
516,"naproxen",-18.326191805982834,-10.21,-12.199,1686.4702932834625
517,"octafluorocyclobutane",1.394184919591453,3.43,3.077,1564.372516155243
518,"isopentyl acetate",-3.138684990492895,-2.21,-3.067,1689.5291814804077
519,"1-chlorohexane",1.0800250475221056,0.0,1.261,1693.4798512458801
520,"4-methylpentan-2-one",-3.0121657195678697,-3.05,-3.116,1679.284981250763
521,"hexanal",-2.8368895206698257,-2.81,-2.86,1696.768049955368
522,"3-chloroaniline",-4.713567547145317,-5.82,-5.138,1636.6295566558838
523,"morpholine",-5.688193146383823,-7.17,-6.116,1627.761040687561
524,"1,1-diethoxyethane",-2.266056794067413,-3.28,-1.795,1699.39590716362
525,"N-butyl-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline",-1.928522530098567,-3.51,-2.303,1677.2450652122498
526,"methanethiol",-0.5462244722234673,-1.2,-0.273,1674.388931274414
527,"endosulfan alpha",-7.611546904255464,-4.23,-9.785,1625.3800466060638
528,"1-(4-methoxyphenyl)ethanone",-6.715329067733455,-4.4,-6.575,1666.9704961776733
529,"prop-2-en-1-ol",-2.301234132343905,-5.03,-3.286,1630.7023694515228
530,"methylsulfanylethane",-0.20949805882704942,-1.5,0.386,1717.0251727104187
531,"pentyl acetate",-3.1148220256548647,-2.51,-2.565,1673.066866159439
532,"1,2,3,5-tetrachlorobenzene",0.05949994053877372,-1.62,0.136,1593.5764150619507
533,"1-phenylethanone",-5.373601198979576,-4.58,-5.078,1678.0085365772247
534,"chloroethane",0.6582813626537476,-0.63,0.775,1681.0648682117462
535,"propylcyclopentane",1.6207691643275322,2.13,2.102,1662.3033502101898
536,"1,3,5-trichlorobenzene",0.37504123112570026,-0.78,0.326,1630.8680675029755
537,"propyl paraben",-8.808005336708305,-9.37,-8.945,1693.0997388362885
538,"3-chlorophenol",-4.6310461878153655,-6.62,-5.018,1619.3972160816193
539,"3-methylbutan-1-ol",-2.799070444165483,-4.42,-3.237,1693.532601594925
540,"pentan-1-amine",-1.9406054828972652,-4.09,-2.835,1679.8484239578247
541,"terbacil",-13.523784505204143,-11.14,-13.769,1681.8774988651276
542,"2,2,5-trimethylhexane",2.559126031565111,2.93,2.97,1675.97141289711
543,"2-butoxyethanol",-3.194287036156418,-6.25,-3.85,1656.525425195694
544,"endrin",-4.822729334461396,-4.82,-5.179,1645.461578130722
545,"benzamide",-9.631258785120242,-11.0,-10.412,1643.3441724777222
546,"2-nitropropane",-0.6325275811307121,-3.13,-1.741,1717.9841990470886
547,"glycerol",-8.522695483175006,-13.43,-10.14,1653.7692863941193
548,"1-iodopropane",-0.602542605157014,-0.53,-0.443,1667.3438558578491
549,"2-methoxyethanamine",-3.886410387221219,-6.55,-5.027,1670.097730398178
550,"1,1,1,2-tetrachloroethane",-0.09278961706273144,-1.43,-0.091,1613.1401777267456
551,"methyl propanoate",-3.4582498638292174,-2.93,-3.652,1683.162475347519
552,"cyclopentane",1.1518616777244457,1.2,1.648,1650.628059387207
553,"3-ethylpyridine",-3.054013820670006,-4.59,-2.965,1682.678484916687
554,"3,5-dimethylpyridine",-2.706797610273645,-4.84,-2.869,1714.626769542694
555,"2-methoxyethanol",-3.1950496670519275,-6.619999999999999,-4.686,1684.398823261261
556,"methyl formate",-3.4546481083633234,-2.78,-4.028,1710.9432628154755
557,"naphthalen-2-amine",-7.85056829883692,-7.47,-8.003,1623.646178483963
558,"4-methyl-1H-imidazole",-8.034673644674516,-10.27,-8.205,1667.9089229106903
559,"1-methyl-3-nitro-benzene",-2.543414651087383,-3.45,-3.278,1687.355804681778
560,"1,4-dichlorobutane",-0.4940943297945518,-2.32,-0.404,1642.6806304454803
561,"nitroxyacetone",-4.2073203161719,-5.99,-5.362,1673.394936800003
562,"tert-butylbenzene",-1.4082986561678954,-0.44,-0.803,1655.770956993103
563,"methyl hexanoate",-3.0472187480264408,-2.49,-3.299,1678.95378947258
564,"1,1,1-trifluoropropan-2-ol",-3.26623247788255,-4.16,-3.518,1712.2262392044067
565,"1-bromo-pentane",0.6752903574513001,-0.1,0.824,1691.6574921607971
566,"oct-1-ene",2.605073417336253,1.92,2.895,1687.4939692020416
567,"6-isopropyl-3-methyl-1-cyclohex-2-enone",-4.373616154126575,-4.51,-3.825,1701.7385141849518
568,"propan-2-ol",-3.405856215944786,-4.74,-3.427,1710.098088502884
569,"hexan-1-amine",-1.9756778790795597,-3.95,-2.772,1682.0334799289703
570,"3-nitrooxypropyl nitrate",-3.064086230214224,-4.8,-5.322,1645.678451538086
571,"2,4-dimethylphenol",-4.390420800295651,-6.01,-4.98,1656.4954044818878
572,"pentan-1-ol",-2.415324718933979,-4.57,-3.054,1665.016444683075
573,"pentan-2-ol",-2.4867180149886043,-4.39,-2.945,1680.7305054664612
574,"3-methylheptane",2.5212933611888513,2.97,3.03,1685.7845788002014
575,"ibuprofen",-13.238407731564878,-7.0,-10.857,1679.428948879242
576,"diethyl (2R)-2-dimethoxyphosphinothioylsulfanylbutanedioate",-12.72692976130966,-8.15,-11.194,1666.5929260253906
577,"3,4-dimethylphenol",-5.15155667187775,-6.5,-5.471,1685.6349456310272
578,"4-chloro-3-methyl-phenol",-4.391018679817068,-6.79,-5.14,1671.3838136196136
579,"hept-2-ene",2.448634800816379,1.68,2.78,1686.6136343479156
580,"1-propoxypropane",-0.3628473828716211,-1.16,-0.004,1673.2642242908478
581,"(1R,2S,5R)-2-isopropyl-5-methylcyclohexanol",-3.379025918325635,-3.2,-3.35,1682.7461171150208
582,"terbutryn",-10.505236670167228,-6.68,-9.271,1657.0619337558746
583,"2,2,4-trimethylpentane",2.3462454415552534,2.89,2.542,1670.9090926647186
584,"nonan-5-one",-2.400629348575171,-2.64,-2.364,1674.172877073288
585,"pebulate",-5.382935422694931,-3.64,-4.573,1687.1078712940216
586,"hept-1-ene",2.263362004298431,1.66,2.761,1667.497888803482
587,"isopropyl formate",-3.172889764887369,-2.02,-3.591,1700.3279542922974
588,"1-acetoxyethyl acetate",-7.105041816999831,-4.97,-8.006,1680.3100244998932
589,"5-chlorouracil",-16.06947664355453,-17.74,-16.612,1621.4770369529724
590,"isopropenylbenzene",-0.885706484453046,-1.24,-0.651,1679.157987833023
591,"isopentane",2.207604396858637,2.38,2.59,1712.5897545814514
592,"butyl nitrate",-0.7752789191470049,-2.09,-1.938,1667.1817691326141
593,"bromobenzene",-1.284921097258986,-1.46,-0.947,1627.1976203918457
594,"1,1,1-trichloroethane",0.5044761217799563,-0.19,0.505,1682.9988210201263
595,"4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde",-3.7223213530431507,-4.09,-3.591,1686.4144287109375
596,"1-methyl-2-nitro-benzene",-3.0508220900342273,-3.58,-3.133,1704.8776080608368
597,"1-iodoheptane",-0.07143914720764484,0.27,0.228,1672.7556602954865
598,"pyrene",-7.560993559630558,-4.52,-6.79,1598.6606178283691
599,"1-chloro-pentane",0.8646590821164386,-0.1,1.084,1688.8489501476288
600,"isobutyl acetate",-2.927824886350914,-2.36,-2.896,1689.612669467926
601,"2,2-dimethylbutane",2.3159786037079435,2.51,2.495,1680.12788438797
602,"4-nitroaniline",-8.043800018629181,-9.82,-9.416,1648.5246436595917
603,"methyl 2-cyanoacetate",-5.407744326675801,-6.72,-6.36,1682.381426334381
604,"4-methoxyaniline",-6.433339883171691,-7.48,-7.016,1676.5971767902374
605,"isobutylbenzene",-0.8785790015299597,0.16,-0.257,1666.6441478729248
606,"1,3,5-trichloro-2-phenyl-benzene",-1.1849749444418505,-2.16,-1.151,1595.4418895244598
607,"methanamine",-2.348056191053366,-4.55,-3.583,1678.1969194412231
608,"2-chlorophenol",-3.429398329744054,-4.55,-3.317,1621.7952134609222
609,"2-amino-9,10-anthraquinone",-13.170916406291381,-11.53,-13.895,1600.4821722507477
610,"(Z)-1,2-dichloroethylene",0.09369630168486848,-1.17,1.156,1582.1048700809479
611,"hexan-2-one",-3.0111834867047382,-3.28,-3.006,1674.4941971302032
612,"1,2-dinitroxyethane",-2.973905395520732,-5.73,-6.227,1672.890009880066
613,"2-fluorophenol",-3.3335357996447827,-5.29,-3.346,1589.3176927566528
614,"pirimor",-13.4139866970575,-9.41,-13.87,1663.4815583229065
615,"styrene",-1.2696189586957078,-1.24,-1.078,1641.33278632164
617,"2,2,2-trifluoroethanol",-3.387995210797159,-4.31,-3.809,1663.800525188446
618,"1-butoxy-2-propanol",-3.50705150042844,-5.73,-3.891,1667.7650904655457
619,"propan-1-ol",-2.785939204986783,-4.85,-3.33,1669.4913258552551
620,"o-xylene",-1.3926056746227264,-0.9,-0.851,1675.4825427532196
621,"neopentane",2.1124030060750734,2.51,2.506,1676.306114435196
622,"pent-1-yne",0.8011542886191972,0.01,0.47,1684.8023309707642
623,"phthalimide",-11.255935198522664,-9.61,-11.825,1585.2894444465637
624,"1-iodobutane",-0.6219215226864694,-0.25,-0.223,1702.2142910957336
625,"p-cresol",-5.421398016580571,-6.13,-5.579,1674.2411770820618
626,"2-iodopropane",-0.695619578833883,-0.46,-0.492,1671.0945076942444
627,"2-methoxyphenol",-3.965290071752939,-5.94,-4.746,1721.225347995758
628,"cyclopentene",0.8054550359496481,0.56,1.23,1653.0343124866486
629,"111-trifluoropropan-2-ol",-3.2032440334401446,-4.2,-3.486,1684.7810726165771
630,"propan-1-amine",-1.9439864067011232,-4.39,-3.053,1711.5723674297333
631,"2-nitrophenol",-3.4315582044070507,-4.58,-5.667,1613.2988319396973
632,"1-methylnaphthalene",-4.017544704431427,-2.44,-3.212,1690.3258147239685
633,"hexachlorobenzene",0.42207956741085506,-2.33,0.379,1552.788049697876
634,"oct-2-enal",-3.716361138395119,-3.43,-2.706,1688.8506939411163
635,"oct-1-yne",0.7791970237420336,0.71,0.832,1676.0431542396545
636,"diazinon",-11.201967850912974,-6.48,-10.753,1661.3617115020752
637,"methyl octanoate",-3.0337004933476166,-2.04,-3.035,1688.2536871433258
638,"pyrrolidine",-3.6077117755519352,-5.48,-4.278,1631.8866000175476
639,"4-hydroxybenzaldehyde",-9.155008564649407,-8.83,-10.05,1601.1338534355164
640,"1-chloroheptane",0.7905531695175354,0.29,1.467,1664.3442132472992
641,"1,4-dioxane",-3.73877674106261,-5.06,-4.269,1631.4141590595245
